frac_reached,metric,n_paired,n_reached,n_reference_reached,n_seeds,p_cheaper_egda_mol,p_cheaper_energy_kJ,p_cheaper_nmr_acquisitions,p_cheaper_time_s,ratio_acid_mol_ci_hi,ratio_acid_mol_ci_lo,ratio_acid_mol_median,ratio_acid_mol_q25,ratio_acid_mol_q75,ratio_capillary_travel_m_ci_hi,ratio_capillary_travel_m_ci_lo,ratio_capillary_travel_m_median,ratio_capillary_travel_m_q25,ratio_capillary_travel_m_q75,ratio_egda_mol_ci_hi,ratio_egda_mol_ci_lo,ratio_egda_mol_median,ratio_egda_mol_q25,ratio_egda_mol_q75,ratio_energy_kJ_ci_hi,ratio_energy_kJ_ci_lo,ratio_energy_kJ_median,ratio_energy_kJ_q25,ratio_energy_kJ_q75,ratio_nmr_acquisitions_ci_hi,ratio_nmr_acquisitions_ci_lo,ratio_nmr_acquisitions_median,ratio_nmr_acquisitions_q25,ratio_nmr_acquisitions_q75,ratio_reactor_conditions_ci_hi,ratio_reactor_conditions_ci_lo,ratio_reactor_conditions_median,ratio_reactor_conditions_q25,ratio_reactor_conditions_q75,ratio_spatial_samples_ci_hi,ratio_spatial_samples_ci_lo,ratio_spatial_samples_median,ratio_spatial_samples_q25,ratio_spatial_samples_q75,ratio_time_s_ci_hi,ratio_time_s_ci_lo,ratio_time_s_median,ratio_time_s_q25,ratio_time_s_q75,ratio_waste_mL_ci_hi,ratio_waste_mL_ci_lo,ratio_waste_mL_median,ratio_waste_mL_q25,ratio_waste_mL_q75,reference_strategy,scenario,strategy,target
1.0,param_err_pct,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,50.0
0.7,blind_rmse_M,2,28,2,40,0.0,0.0,1.0,1.0,2.3953143853021883,1.2486606061586691,1.8219874957304287,1.535324050944549,2.1086509405163083,0.9994444444444437,0.48637037037037045,0.7429074074074071,0.6146388888888887,0.8711759259259254,1.5491394209187797,1.2443304327278149,1.3967349268232971,1.320532679775556,1.4729371738710384,1.4105743465559246,1.2663380940849664,1.3384562203204455,1.302397157202706,1.374515283438185,0.9,0.5625,0.73125,0.646875,0.815625,0.75,0.5,0.625,0.5625,0.6875,0.75,0.5,0.625,0.5625,0.6875,0.8289994935530715,0.5061807572786419,0.6675901254158567,0.5868854413472493,0.748294809484464,1.4098121510127979,1.2201850462640262,1.314998598638412,1.267591822451219,1.362405374825605,D,S3ab_delay,F,0.001
0.975,blind_rmse_M,15,39,15,40,0.2,0.2,0.6,0.7333333333333333,3.344501857569865,1.1959298090155386,1.6003775191696636,1.2222952075871039,3.8355563803709725,1.0453333333333323,0.715555555555555,0.956666666666666,0.720042735042735,1.1954444444444436,1.9516843360504568,1.1420815919800722,1.3492096339615602,1.1671890064139636,2.265363419211767,2.0452586373566946,1.3104859459446625,1.4595233786356863,1.3204953107286348,1.8062856385390187,1.125,0.7428571428571429,0.875,0.7589285714285714,1.1125,1.0,0.75,0.75,0.6607142857142857,0.875,1.0,0.75,0.75,0.6607142857142857,0.875,0.9097208161510786,0.6099759143797715,0.7696823297531199,0.5764663365509288,0.9932409014597319,2.3048385813629317,1.18214604732931,1.3376032605768697,1.176226668189405,2.059911492404053,D,S3ab_delay,F,0.002
1.0,blind_rmse_M,38,40,38,40,0.18421052631578946,0.23684210526315788,0.2894736842105263,0.5263157894736842,3.503414673409713,1.7676660749818203,2.0958722324610894,1.3481188391162426,4.252815272314684,1.3202777777777768,1.0453333333333326,1.2032222222222213,1.0044999999999993,1.3490555555555546,2.418937496153747,1.1688909295393513,1.2929910941873402,1.054250825220998,3.345793981732269,1.8528370899974478,1.1050612905067991,1.3264076555529123,1.0199865348806607,2.946968843813334,1.1666666666666667,1.0416666666666667,1.1166666666666667,0.91875,1.1666666666666667,1.0,0.875,1.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0840148983076305,0.8605005632632271,0.9581980854580143,0.8250965218308742,1.1022365981806925,2.172781575664864,1.1696920068306795,1.273844631788625,1.0584243325170708,2.9317329463271866,D,S3ab_delay,F,0.005
1.0,blind_rmse_M,40,40,40,40,0.1,0.125,0.15,0.375,3.9810456537805914,1.913225547959112,2.170831887457333,1.3919247997668374,5.1999085247195245,1.3556666666666657,1.1351666666666658,1.2930555555555545,1.0453333333333328,1.5366944444444435,3.015632838828175,1.1860742803934303,1.2761117539584002,1.1141985406809902,3.3446181388232423,2.3633461598125853,1.1607104101679173,1.4031516636496177,1.103389924906238,2.833080320450957,1.2,1.1166666666666667,1.1666666666666667,1.0666666666666667,1.2333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1024734788394124,0.9845248733819765,1.0769450720570455,0.9247441809905539,1.1279753228931826,2.6875337959761176,1.179147513154826,1.2659374819111222,1.1142159295473455,2.97571950680925,D,S3ab_delay,F,0.01
0.425,param_err_pct,8,17,12,40,0.25,0.25,0.375,0.5,2.4920498771922555,1.3578119458935767,1.7351034256756752,1.4012426126014441,2.2655431006789595,2.121388888888889,0.573481481481482,1.1763888888888883,0.6389385521885523,2.1087500000000006,1.8222421534793196,0.8935207756035198,1.4127612650078403,1.232958603417761,1.7074385772496097,1.5371870818459805,0.8375800185858014,1.3226832981497605,1.0920601986080296,1.5274333804276892,2.0629374999999976,0.6357291666666667,1.2208333333333332,0.7041666666666666,2.02,1.6,0.5208333333333333,1.0,0.625,1.525,1.6,0.5,1.0,0.625,1.525,1.830223141550621,0.5224220295828212,1.0269898542049236,0.5870446202493865,1.6787060322278946,1.6440768580146363,0.8903213099802242,1.44421546150368,1.2498698891633324,1.5627133961994435,D,S3ab_delay,F,5.0
0.65,param_err_pct,19,26,21,40,0.21052631578947367,0.2631578947368421,0.42105263157894735,0.7368421052631579,4.03560590398389,1.4157195015040667,2.2006575280069542,1.29312341208926,4.376925575100161,1.5905555555555553,0.7466666666666661,1.1542222222222214,0.7347839506172836,1.6173888888888883,3.0417621547989593,1.098222595193229,1.7155006625073055,1.050800648399184,3.5773528296449006,2.8366683659837344,1.0109061483250759,1.2845273420742096,0.9815011128859397,2.86786321682803,1.2666666666666666,0.85,1.0,0.8,1.2999999999999998,1.0,0.75,0.75,0.7083333333333333,1.0,1.0,0.75,0.75,0.7083333333333333,1.0,0.9688032384994106,0.6368880892361026,0.7626352717394828,0.632680710191798,1.2097061797791964,2.763460502390593,1.0880710948941628,1.5488030562726671,1.0486379913220392,3.0834623038535343,D,S3ab_delay,F,10.0
0.85,param_err_pct,25,34,27,40,0.16,0.24,0.2,0.52,4.021212832714576,1.5212439534790965,2.0560275492500697,1.2037327411479886,4.03560590398389,1.350222222222221,1.1230138888888885,1.268555555555555,1.0811111111111105,1.3611111111111103,3.0417621547989593,1.0694829834897093,1.269529190479074,1.0401297703806478,3.409231757007306,2.899058067672326,1.0554334626676398,1.2845273420742096,1.0416042132655414,2.9629391025270033,1.2,1.0,1.15,1.0,1.2,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.1015259562045334,0.7981073989195535,0.9688032384994106,0.7737351135658135,1.1024734788394124,2.763460502390593,1.0602741056892768,1.2714660862229061,1.0504062963182113,2.9760444432883455,D,S3ab_delay,F,20.0
0.85,param_err_pct,28,34,31,40,0.17857142857142858,0.25,0.5,0.75,3.333334878885597,1.4607509469515927,2.1275987385733366,1.1985229816421081,4.100815951702375,1.2331666666666659,0.914666666666666,1.0562222222222215,0.8479722222222217,1.2942222222222213,2.8395560055508335,1.1562489304754393,1.2323789117721367,1.0337272700323348,3.4018717328349086,2.3070137816760843,1.0596470540212028,1.2785652384892803,1.0345658799358786,2.870065021893237,1.0833333333333335,0.8,0.9666666666666667,0.7833333333333333,1.1354166666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.9398851300002624,0.6172279661754243,0.7404003337322929,0.5830347451164557,0.9766640559406936,2.541994815944153,1.1500495519138938,1.219330176902654,1.0331504097038633,2.930232649156166,D,S3ab_delay,F,30.0
1.0,param_err_pct,40,40,40,40,0.3,0.35,0.575,0.7,2.2189949771900146,1.1828004045492777,1.8225301083212395,0.5565213958618502,4.275224582547734,1.0453333333333328,0.8326111111111107,1.0044999999999993,0.7447222222222217,1.200499999999999,1.301361591581811,1.0295145901023763,1.1768041012689596,0.4064746870596014,2.852306535693142,1.4011374264382401,1.013621240331702,1.1216712448584527,0.5407991177277317,2.084866189716727,1.0666666666666667,0.7666666666666667,0.8166666666666667,0.7125,1.1083333333333334,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.9398851300002624,0.5835982857250651,0.6970351145487288,0.5044600776037288,1.05914587698663,1.261811418849132,1.0259924030201786,1.1668809504241668,0.45662212728495255,2.5014038438868225,D,S3ab_delay,F,50.0
0.025,blind_rmse_M,1,1,1,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,0.001
0.375,blind_rmse_M,15,15,15,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,0.002
0.925,blind_rmse_M,37,37,37,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,0.005
1.0,blind_rmse_M,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,0.01
0.225,param_err_pct,9,9,9,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,5.0
0.475,param_err_pct,19,19,19,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,10.0
0.675,param_err_pct,27,27,27,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,20.0
0.8,param_err_pct,32,32,32,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,30.0
1.0,param_err_pct,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_rtd,D,50.0
0.7,blind_rmse_M,1,28,1,40,0.0,0.0,1.0,1.0,1.2486606061586691,1.2486606061586691,1.2486606061586691,1.2486606061586691,1.2486606061586691,0.9994444444444437,0.9994444444444437,0.9994444444444437,0.9994444444444437,0.9994444444444437,1.2443304327278149,1.2443304327278149,1.2443304327278149,1.2443304327278149,1.2443304327278149,1.4105743465559246,1.4105743465559246,1.4105743465559246,1.4105743465559246,1.4105743465559246,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8289994935530715,0.8289994935530715,0.8289994935530715,0.8289994935530715,0.8289994935530715,1.2201850462640262,1.2201850462640262,1.2201850462640262,1.2201850462640262,1.2201850462640262,D,S3ab_rtd,F,0.001
0.975,blind_rmse_M,15,39,15,40,0.4,0.4,0.6,0.7333333333333333,2.8374507765912704,1.2486606061586691,1.6003775191696636,1.1198139256400377,2.8749371596052606,1.345555555555555,0.6412345679012343,0.9294444444444437,0.639722222222222,1.3424444444444439,2.6586863795323374,0.8211049529331159,1.303287870936954,0.871988875055882,2.7078572377671097,2.596793709606847,0.9284142247161086,1.4309849676987054,0.857242590001575,2.669112349653344,1.1,0.65,0.85,0.685,1.1333333333333333,1.0,0.5,0.75,0.55,1.0,1.0,0.6,0.75,0.55,1.0,1.0019877809289306,0.5866235046363941,0.7696823297531199,0.5740359984299624,0.9536564015582105,2.6037000545010205,0.9269900876252671,1.2872803859779118,0.8818367614536362,2.5091014113909385,D,S3ab_rtd,F,0.002
1.0,blind_rmse_M,37,40,37,40,0.1891891891891892,0.1891891891891892,0.24324324324324326,0.4864864864864865,2.733613403904762,1.781679883537736,2.0384966156575888,1.3347014295089925,3.130460928713335,1.345555555555555,1.0811111111111105,1.2911111111111109,1.0383333333333327,1.3992222222222213,2.628202307671177,1.11271542034006,1.309621162514069,1.0334104522914989,3.0417621547989593,2.560367155218484,1.0751462030669579,1.4399727697057385,1.0262910435863306,2.899058067672326,1.1666666666666667,1.0666666666666667,1.125,1.0333333333333334,1.2,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.099939929843741,0.9053250221874906,1.0019877809289306,0.8529210905934282,1.1472524497438745,2.4127099226004853,1.1077300793539822,1.2992309832509188,1.0343126686780688,2.763460502390593,D,S3ab_rtd,F,0.005
1.0,blind_rmse_M,40,40,40,40,0.15,0.15,0.1,0.325,3.2402273747116417,1.880725621947764,2.08058270669112,1.4175099582826238,5.946952718296359,1.38561111111111,1.175999999999999,1.3117222222222211,1.0779999999999992,1.5258055555555545,2.7481377930844286,1.116515800502915,1.3351144206020527,1.0452326924214452,3.659835228051122,2.6005267899039435,1.0800203052942097,1.5361445727560663,1.0343169612546164,3.0845820319301525,1.2,1.1166666666666667,1.15,1.0916666666666668,1.2333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.130913687471987,1.008135306697999,1.0660175840489527,0.9450416217703488,1.2016900204016383,2.5010281820279294,1.115818301432098,1.3242845346966698,1.0519339732642687,3.2050378477562367,D,S3ab_rtd,F,0.01
0.425,param_err_pct,7,17,9,40,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,8.23636767776945,1.4157195015040667,2.7330318997879237,1.7177331363840147,5.8984871191106025,2.146666666666667,0.6607575757575758,1.2638888888888886,0.7093958818958821,2.121388888888889,5.429037800447157,0.8935207756035198,2.6734052590297326,1.3084486108399582,4.175597383345396,4.115010535735822,0.8375800185858014,2.337841021232709,1.0883260364389349,3.515087136049663,2.125,0.75,1.275,0.7535714285714286,2.1025,1.75,0.6666666666666666,1.0,0.6904761904761905,1.675,1.75,0.6666666666666666,1.0,0.6904761904761905,1.675,2.0041736277842195,0.6368880892361026,1.2289455794398485,0.6790841650428777,1.9500952458155871,4.5108093999908485,0.8903213099802242,2.4527565482212346,1.2634892183011992,3.651350975217219,D,S3ab_rtd,F,5.0
0.65,param_err_pct,16,26,19,40,0.3125,0.3125,0.375,0.6875,5.201197991778082,1.4675476686275735,3.1373650558916903,1.4793447856336988,6.1098534387046985,1.6442222222222211,0.7229012345679011,1.2541666666666658,0.7201673789173788,1.652086419753086,3.7559265595467677,0.8935207756035198,2.607939383133032,0.8888951565574185,3.89838803570862,2.899058067672326,0.8375800185858014,2.3088969394411545,0.8289882272210394,3.0620391149287642,1.2666666666666666,0.75,1.0750000000000002,0.7325,1.2833333333333332,1.0,0.6666666666666666,0.875,0.6499999999999999,1.0,1.0,0.6666666666666666,0.875,0.6499999999999999,1.0,1.3783868258107363,0.6738963252743075,0.906178255303328,0.6202100023615151,1.4064535071852344,3.6670668769564347,0.8903213099802242,2.4466095097009473,0.8837284213330969,3.3082026392041923,D,S3ab_rtd,F,10.0
0.85,param_err_pct,25,34,27,40,0.24,0.36,0.28,0.52,4.867553405138178,1.5719532488603254,2.6917694414790527,1.3347014295089925,4.988601940517194,1.4536666666666656,1.0383333333333324,1.228888888888888,1.0283950617283948,1.5135555555555547,3.0417621547989593,1.0401297703806478,1.3595199195201062,1.0310142723319211,3.0867415999954204,2.60425987020104,0.9682326192825778,1.5271151198559632,0.9552434983854976,2.8052102115432302,1.2,1.0,1.1333333333333333,0.875,1.2,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.1128814784060936,0.7825992436335366,0.9817246168735893,0.7525705369452048,1.1472524497438745,2.7316468068898256,1.0364600913591546,1.3264276056830193,1.0336055634220225,2.763460502390593,D,S3ab_rtd,F,20.0
0.85,param_err_pct,29,34,32,40,0.3103448275862069,0.3793103448275862,0.5862068965517241,0.7931034482758621,4.59812893698586,1.6191586360541712,2.5021538982373515,1.3347014295089925,4.988601940517194,1.228888888888888,0.827555555555555,1.0671111111111102,0.7466666666666663,1.2848888888888879,2.9594359851632968,1.0310142723319211,1.3308147153860257,0.9065653748071508,3.1348778329785736,2.60425987020104,0.9255227241225965,1.5271151198559632,0.8199582506923256,2.8052102115432302,1.0666666666666667,0.8,0.9,0.7333333333333333,1.1,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.8766593885444711,0.5920655444311735,0.7800249706918837,0.5004341716427704,0.9475929324166179,2.6086254547798498,1.0247758590368428,1.3264276056830193,0.9044260090789362,2.795154780819162,D,S3ab_rtd,F,30.0
1.0,param_err_pct,40,40,40,40,0.35,0.35,0.55,0.675,2.170831887457333,1.1535303211679326,1.880725621947764,0.3148668051235898,3.233450198102005,1.0562222222222215,0.914666666666666,1.0317222222222213,0.8310555555555552,1.222277777777777,1.2736745861253915,0.9739492723445815,1.0982488595195918,0.36654356353307216,2.69830991215528,1.361191416898559,0.965617214465226,1.0491076181294212,0.46901496812550386,2.3725871811998944,1.0666666666666667,0.7833333333333334,0.8833333333333333,0.73125,1.1,1.0,0.6666666666666666,0.6666666666666666,0.625,1.0,1.0,0.6666666666666666,0.6666666666666666,0.625,1.0,0.9817246168735893,0.5962851827161528,0.69580307435788,0.49865347048996855,1.0424843262848067,1.2612994853636097,0.9905872808036025,1.0953613595593519,0.45223681311526504,2.450056137081017,D,S3ab_rtd,F,50.0
0.05,blind_rmse_M,2,2,2,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,0.001
0.3,blind_rmse_M,12,12,12,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,0.002
0.925,blind_rmse_M,37,37,37,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,0.005
1.0,blind_rmse_M,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,0.01
0.225,param_err_pct,9,9,9,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,5.0
0.45,param_err_pct,18,18,18,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,10.0
0.775,param_err_pct,31,31,31,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,20.0
0.825,param_err_pct,33,33,33,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,30.0
1.0,param_err_pct,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4a_ambiguity,D,50.0
0.7,blind_rmse_M,2,28,2,40,1.0,1.0,1.0,1.0,0.48757503275374975,0.3714928670785443,0.429533949916147,0.4005134084973456,0.4585544913349484,0.6476023391812867,0.28823529411764703,0.4679188166494669,0.37807705538355696,0.5577605779153768,0.6795868188323201,0.2233091568743256,0.45144798785332285,0.3373785723638242,0.5655174033428214,0.7574133516093591,0.2318463776262011,0.4946298646177801,0.3632381211219906,0.6260216081135695,0.89,0.35555555555555557,0.6227777777777778,0.4891666666666667,0.7563888888888889,0.7,0.3333333333333333,0.5166666666666666,0.425,0.6083333333333333,0.7,0.3333333333333333,0.5166666666666666,0.425,0.6083333333333333,0.8316728874019653,0.320276082939296,0.5759744851706307,0.4481252840549633,0.703823686286298,0.7092322271542794,0.24764698478430575,0.4784396059692926,0.36304329537679914,0.5938359165617859,D,S4a_ambiguity,F,0.001
0.975,blind_rmse_M,12,39,12,40,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,1.2210538017467878,0.4810419113418376,0.6921163034178777,0.49820535201984195,1.1728618979708805,1.2211111111111104,0.5822530864197529,0.7131623931623932,0.6011574074074073,1.1977777777777772,1.1870313287636116,0.340027778715543,0.7498378097470917,0.35053383070767974,1.1243968610668231,1.277902222167962,0.38607033215044884,0.8708866674463751,0.38631106349861744,1.2694039236442214,1.1333333333333333,0.6414285714285715,0.8375,0.6421428571428571,1.1,1.0,0.5142857142857142,0.75,0.5571428571428572,1.0,1.0,0.5142857142857142,0.75,0.5571428571428572,1.0,1.1648942816104952,0.4951162808612274,0.7119315603117904,0.5212785330861516,1.1559457360327143,1.1887317330478893,0.379137164119304,0.8002906855449747,0.3900084336526141,1.1331304446319623,D,S4a_ambiguity,F,0.002
1.0,blind_rmse_M,37,40,37,40,0.43243243243243246,0.43243243243243246,0.32432432432432434,0.5405405405405406,1.9014662039826224,0.6207638447345234,0.8933563682372856,0.5027656240624548,2.271577219680285,1.1433333333333326,0.8559876543209878,0.9854444444444437,0.7388888888888884,1.1783333333333326,1.37502646789675,0.3909925669141917,1.0635561751160625,0.38680345035098457,1.7983773716979587,1.3941585399320566,0.567078369519534,1.1907131942083153,0.4983790629201382,1.4399271388098063,1.1333333333333333,1.0333333333333334,1.0666666666666667,0.86,1.1666666666666667,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.0932069650291445,0.8085250860350516,0.9186060500335449,0.7695490591410092,1.126721633272843,1.2109724423185297,0.44005480719220724,1.0647932082906275,0.43139683122860395,1.5965032074311851,D,S4a_ambiguity,F,0.005
