frac_reached,metric,n_paired,n_reached,n_reference_reached,n_seeds,p_cheaper_egda_mol,p_cheaper_energy_kJ,p_cheaper_nmr_acquisitions,p_cheaper_time_s,ratio_acid_mol_ci_hi,ratio_acid_mol_ci_lo,ratio_acid_mol_median,ratio_acid_mol_q25,ratio_acid_mol_q75,ratio_capillary_travel_m_ci_hi,ratio_capillary_travel_m_ci_lo,ratio_capillary_travel_m_median,ratio_capillary_travel_m_q25,ratio_capillary_travel_m_q75,ratio_egda_mol_ci_hi,ratio_egda_mol_ci_lo,ratio_egda_mol_median,ratio_egda_mol_q25,ratio_egda_mol_q75,ratio_energy_kJ_ci_hi,ratio_energy_kJ_ci_lo,ratio_energy_kJ_median,ratio_energy_kJ_q25,ratio_energy_kJ_q75,ratio_nmr_acquisitions_ci_hi,ratio_nmr_acquisitions_ci_lo,ratio_nmr_acquisitions_median,ratio_nmr_acquisitions_q25,ratio_nmr_acquisitions_q75,ratio_reactor_conditions_ci_hi,ratio_reactor_conditions_ci_lo,ratio_reactor_conditions_median,ratio_reactor_conditions_q25,ratio_reactor_conditions_q75,ratio_spatial_samples_ci_hi,ratio_spatial_samples_ci_lo,ratio_spatial_samples_median,ratio_spatial_samples_q25,ratio_spatial_samples_q75,ratio_time_s_ci_hi,ratio_time_s_ci_lo,ratio_time_s_median,ratio_time_s_q25,ratio_time_s_q75,ratio_waste_mL_ci_hi,ratio_waste_mL_ci_lo,ratio_waste_mL_median,ratio_waste_mL_q25,ratio_waste_mL_q75,reference_strategy,scenario,strategy,target
0.775,param_err_pct,16,31,19,40,0.375,0.375,0.6875,0.8125,4.176798698227868,0.24390352344404126,0.9959223767467674,0.2551728028324208,4.207721100162238,0.7622222222222216,0.40833333333333305,0.6587777777777775,0.4355555555555553,0.767666666666666,2.7808971710609636,0.4030981187097476,1.363601782822324,0.32923661250644043,2.790568554413172,1.9768490463621406,0.5161536796820695,1.1915302666661602,0.3913183184682262,1.9777102067441856,1.1,0.7333333333333333,0.8333333333333334,0.6499999999999999,1.1083333333333334,1.0,0.5,0.6666666666666666,0.5833333333333333,1.0,1.0,0.5,0.6666666666666666,0.5833333333333333,1.0,0.9542398500933338,0.5009371137104791,0.545465474275145,0.42943265571899786,0.9648411051018058,2.503332637202729,0.4497502592648886,1.2717254938894291,0.39075993378920004,2.5045032896516646,D,S5_inadequacy,F,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,0.001
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,0.002
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,0.005
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,0.01
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,5.0
0.15,param_err_pct,0,6,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,10.0
0.375,param_err_pct,0,15,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,20.0
0.625,param_err_pct,0,25,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F-noGovernor,30.0
0.85,param_err_pct,17,34,19,40,0.35294117647058826,0.35294117647058826,0.6470588235294118,0.8235294117647058,4.176798698227868,0.2835879350539886,1.0320862354629206,0.2835879350539886,4.176798698227868,0.7839999999999994,0.5008888888888886,0.6696666666666664,0.5008888888888886,0.7839999999999994,2.8195827044697976,0.4030981187097476,1.6437563635009096,0.4030981187097476,2.8195827044697976,1.9802936878903206,0.5161536796820695,1.3056263351552557,0.5161536796820695,1.9802936878903206,1.1666666666666667,0.7333333333333333,0.8333333333333334,0.7333333333333333,1.1666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.9966448701272215,0.5009371137104791,0.5481186170192869,0.5009371137104791,0.9966448701272215,2.508015246998471,0.4497502592648886,1.4594548237307554,0.4497502592648886,2.508015246998471,D,S5_inadequacy,F-noGovernor,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,D,0.001
0.275,blind_rmse_M,11,11,11,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,0.002
0.925,blind_rmse_M,37,37,37,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,0.005
1.0,blind_rmse_M,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,0.01
0.2,param_err_pct,8,8,8,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,5.0
0.425,param_err_pct,17,17,17,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,10.0
0.7,param_err_pct,28,28,28,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,20.0
0.8,param_err_pct,32,32,32,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,30.0
1.0,param_err_pct,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S6_resources,D,50.0
0.7,blind_rmse_M,0,28,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F,0.001
0.975,blind_rmse_M,11,39,11,40,0.5454545454545454,0.5454545454545454,0.8181818181818182,0.8181818181818182,1.5190089451742397,0.6010370326917672,1.1619382479130205,0.7977485509456679,1.420791221336053,1.1433333333333329,0.6805555555555555,0.7933333333333327,0.7119658119658121,1.051944444444444,1.4862984522073943,0.54762517192019,0.9950971031284747,0.6282092192324195,1.4018172556857134,1.809718298821771,0.4775189497477712,0.9293973944057821,0.5590400304774026,1.6659429734711866,0.975,0.6428571428571429,0.875,0.6714285714285715,0.9375,0.75,0.6,0.75,0.6,0.75,0.75,0.6,0.75,0.6,0.75,0.8688497833787799,0.5515764936668446,0.7285413692579215,0.5621596417188331,0.8553686913088548,1.4610830624475306,0.5822534609341463,0.99108166022591,0.6378430629946636,1.3828387317082362,D,S6_resources,F,0.002
1.0,blind_rmse_M,37,40,37,40,0.40540540540540543,0.40540540540540543,0.2972972972972973,0.5135135135135135,2.2834938300397436,1.19269254778611,1.7179112540018577,0.8337948718108377,2.6925015583537224,1.1938888888888886,0.9146666666666659,1.0779999999999992,0.8633333333333327,1.2304444444444436,1.6380365562437238,0.9825545173388486,1.0690614559488845,0.9279867749783494,2.151654482750221,1.4394065107477698,0.9701385369074746,1.187497854469546,0.8640303223491663,1.6792751166207336,1.1666666666666667,1.05,1.1,0.875,1.2,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.0676711675749684,0.8492073939041983,0.9915140346243709,0.7963610969131332,1.126721633272843,1.5224947522558965,0.9895842781793682,1.071308380703037,0.9155225854236774,1.8705382138055255,D,S6_resources,F,0.005
1.0,blind_rmse_M,40,40,40,40,0.275,0.25,0.125,0.275,2.5658007963648757,1.2230005388416731,1.8773074251900765,1.1696056146044223,2.902901310011842,1.260388888888888,1.0562222222222215,1.1406111111111104,0.9691111111111106,1.4128333333333325,1.6005412418507368,1.089244611315396,1.221836517340122,0.992882501959967,2.560177667841714,1.4972947766092306,1.131469345564179,1.2803061002610572,1.0151996338761544,2.342333768385581,1.2,1.1,1.1666666666666667,1.1,1.2333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.142930689975481,1.0341876715796086,1.1064009255974436,0.9776373221752115,1.165706868882111,1.488267328771693,1.0892641790670785,1.210804113263471,1.0000437996412412,2.2995591739894055,D,S6_resources,F,0.01
0.35,param_err_pct,5,14,8,40,0.6,0.6,0.6,0.8,3.11816305084133,0.2629135937318372,0.9972366148307298,0.8039612868452497,2.6386210646388175,1.0538888888888882,0.3665925925925927,0.9618518518518528,0.8018181818181825,0.9651515151515156,2.580098237474947,0.2626644897073205,0.973134104376992,0.5576352690921544,2.3297023140640656,2.27232887048901,0.30524701208855026,0.9635377838885592,0.6374626227756399,1.864206209904875,1.225,0.4,0.95,0.8666666666666667,1.05,1.0,0.375,0.75,0.6666666666666666,0.8333333333333334,1.0,0.375,0.75,0.6666666666666666,0.8333333333333334,1.190275917963003,0.35890027346558434,0.801444701854931,0.7105717069281317,0.9025505379804118,2.365065315569182,0.28776586646123636,0.9914692965717171,0.6120761007200197,2.149643771662261,D,S6_resources,F,5.0
0.55,param_err_pct,14,22,17,40,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.7142857142857143,2.6166702787169323,1.026038088440176,1.7087955300003288,0.9757144676288573,2.7815079338097464,1.2405555555555545,0.6649999999999995,0.8374074074074072,0.6651080246913577,1.228888888888888,2.129514954408085,0.8153997102634198,1.1559077233513868,0.828238752589683,2.186367541745777,1.632534714730674,0.8006614947020954,1.2574419264786085,0.8094011797372539,1.575617643678,1.22,0.7,0.8500000000000001,0.705,1.1775,0.878124999999983,0.6,0.75,0.6,0.9375,0.875,0.6,0.75,0.6,0.9375,1.0089187581781112,0.5753053693815492,0.7680895911208119,0.567287209402385,0.9871295931290178,1.9397780067920294,0.8107861962003493,1.157161718911928,0.8238581040335777,1.9804707243625281,D,S6_resources,F,10.0
0.85,param_err_pct,26,34,28,40,0.38461538461538464,0.46153846153846156,0.4230769230769231,0.5769230769230769,2.519102335278056,1.0879903884946667,1.5681346758806893,0.9424805394313838,3.100713377502531,1.2494999999999992,0.7053030303030304,0.8944444444444437,0.6745061728395061,1.322999999999999,1.5486939328158609,0.9349418004391489,1.1337178875519258,0.8299393920420544,2.382609221174063,1.4758837460898877,0.8968287513165771,1.0863044484123303,0.8219631334200768,1.9848993907814307,1.1749999999999998,0.8083333333333333,1.0833333333333335,0.7316666666666667,1.2,1.0,0.6666666666666666,0.9166666666666667,0.6166666666666667,1.0,1.0,0.6666666666666666,0.9166666666666667,0.6166666666666667,1.0,1.106316599404345,0.7243178180467507,0.8856133322466404,0.6115809738057296,1.1140896856481697,1.4044047433026,0.9302829584117996,1.0917634741917812,0.8224505899775996,2.1043166652240117,D,S6_resources,F,20.0
0.9,param_err_pct,31,36,32,40,0.3548387096774194,0.3870967741935484,0.5161290322580645,0.6129032258064516,2.1642705434956238,1.1373651728044671,1.6351993515599617,0.9847083516719646,2.9436770696764327,1.1324444444444437,0.7505555555555551,0.9854444444444438,0.6992222222222217,1.3121111111111101,1.3521270018805327,0.9802496327537054,1.135227120208232,0.9194463532630598,2.1980766837666663,1.3144183631942352,0.9701385369074746,1.1581386006417667,0.881123010183367,1.7564795772806434,1.126041666666661,0.8,0.9333333333333333,0.75,1.2,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.1064852517905424,0.6689638525785492,0.8015245616088249,0.6288775618901898,1.1478601719141923,1.3423732527422907,0.972328957401488,1.118428599705201,0.9148707421746414,1.9259908497064275,D,S6_resources,F,30.0
1.0,param_err_pct,40,40,40,40,0.4,0.425,0.625,0.775,2.104520494034082,0.9897807969907048,1.5037475148680683,0.39594448882152455,2.7224016149249093,0.9936111111111106,0.7318888888888884,0.925555555555555,0.5446388888888886,1.0711944444444437,1.6005412418507368,0.8698282883594504,1.113173642305127,0.33771238355397604,2.2228940973824756,1.475005005269661,0.8178910796064064,1.0599734319844334,0.4321532335538789,1.922924612514619,1.05,0.7666666666666667,0.8500000000000001,0.7333333333333333,1.1,1.0,0.6666666666666666,0.6666666666666666,0.625,1.0,1.0,0.6666666666666666,0.6666666666666666,0.625,1.0,0.8437073824493239,0.6243433742506728,0.6930448166942338,0.5436765447567646,0.9498838972768924,1.4225669235598128,0.8790037659405077,1.104332553974507,0.3735965183873038,1.9550494213215457,D,S6_resources,F,50.0
0.3,blind_rmse_M,0,12,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-0.5x,0.001
0.75,blind_rmse_M,7,30,11,40,1.0,1.0,0.5714285714285714,0.5714285714285714,0.426715530255728,0.20189447432994523,0.20935329545253006,0.2029474146382788,0.3836073995691346,0.9527777777777764,0.33755555555555566,0.5193162393162394,0.3653827160493827,0.8329999999999991,0.3252842854124569,0.15935636448499033,0.22358914610029257,0.1634225128038447,0.2940243052449487,0.4298952097859574,0.21561924676884076,0.299696131257389,0.24002267893797885,0.3856589435874912,1.3,0.5428571428571428,0.68,0.5814285714285714,1.2000000000000002,1.0,0.42857142857142855,0.6,0.5142857142857142,1.0,1.0,0.42857142857142855,0.6,0.5142857142857142,1.0,1.165707808049937,0.3803636887968617,0.4907961874685792,0.429341149424024,1.1477893889496251,0.5529730937592564,0.2663143188975392,0.2950174236233348,0.27219341838913214,0.48340137410333617,D,S6_resources,F-res-0.5x,0.002
1.0,blind_rmse_M,37,40,37,40,0.972972972972973,0.972972972972973,0.35135135135135137,0.7567567567567568,0.49539927173490006,0.2450451071112246,0.2521669112183677,0.23589890937309504,0.6021484214432896,0.9644444444444437,0.6478888888888883,0.7388888888888885,0.6206666666666661,1.0126666666666662,0.47654650971277385,0.1857022980017675,0.19296565150277933,0.18317817005103462,0.5871339224133802,0.5399649891254406,0.2642189279941505,0.3281380193526859,0.26131098795872876,0.6400951668487853,1.1,0.95,1.0666666666666667,0.85,1.1333333333333333,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,0.9481721162937897,0.7743026416808926,0.8895039600414741,0.714105405557277,0.9772233554127033,0.5839956678368341,0.3046051237086865,0.3148119467150734,0.2950174236233348,0.7721033187736422,D,S6_resources,F-res-0.5x,0.005
1.0,blind_rmse_M,40,40,40,40,0.975,0.975,0.025,0.55,0.4035745935428622,0.2520703475470251,0.2767967164616645,0.2465160391764964,0.6496633407762655,1.037166666666666,0.8302777777777771,1.0126666666666662,0.7336388888888883,1.126999999999999,0.47938907589918434,0.19296565150277933,0.21029653201761883,0.19109531743768338,0.5930974980095405,0.5641413880867232,0.27242460494523324,0.3376503593274913,0.26741515735343846,0.6718021327642287,1.1666666666666667,1.1,1.1333333333333333,1.0916666666666668,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1112816027695303,0.9481361532542679,0.9791865118802073,0.9291264082234771,1.1733248826580758,0.6611186416531972,0.31313598625396594,0.3316655705702282,0.3058107459362004,0.7975094948675581,D,S6_resources,F-res-0.5x,0.01
0.2,param_err_pct,3,8,8,40,1.0,1.0,0.3333333333333333,1.0,0.5640135409829722,0.20885781404629275,0.5316684492071371,0.3702631316267149,0.5478409950950547,1.0556172839506177,0.5553333333333333,0.9605555555555549,0.7579444444444441,1.0080864197530863,0.4025615620632878,0.34015453357105724,0.36485190006856133,0.3525032168198093,0.38370673106592457,0.48422053707360774,0.39055482370073213,0.4134580968160701,0.40200646025840114,0.4488393169448389,1.7,0.95,1.025,0.9874999999999999,1.3624999999999998,0.8,0.5,0.75,0.625,0.775,1.6,0.75,0.875,0.8125,1.2375,0.9398484015662363,0.49278046454891766,0.9111628893278991,0.7019716769384083,0.9255056454470677,0.6095127066075671,0.48911394388748536,0.48924720477955697,0.48918057433352113,0.549379955693562,D,S6_resources,F-res-0.5x,5.0
0.375,param_err_pct,11,15,17,40,0.9090909090909091,1.0,0.6363636363636364,0.9090909090909091,0.3151090695027414,0.1684331238343732,0.2450451071112246,0.17574662529266866,0.2851065668727218,1.0126666666666662,0.33271604938271593,0.5483333333333329,0.33695061728395065,0.8813950617283945,0.33476314825586995,0.15935636448499033,0.2084269181339232,0.1742557634088791,0.32544986136307197,0.4351438744190588,0.1845789754661392,0.29178436880769676,0.20009911111748996,0.4112692413350183,1.225,0.5,0.825,0.5333333333333333,1.1958333333333333,0.8,0.42857142857142855,0.75,0.4642857142857143,0.775,1.0,0.42857142857142855,0.75,0.4642857142857143,1.0,0.8082098433996865,0.43948624716977686,0.6875106340180785,0.44455255624368395,0.7688161555546754,0.5166238798987763,0.2663143188975392,0.3314553175663434,0.2699722275221702,0.44608392992487056,D,S6_resources,F-res-0.5x,10.0
0.7,param_err_pct,23,28,28,40,0.9565217391304348,0.9565217391304348,0.5217391304347826,0.782608695652174,0.5112123130218366,0.16362057466783111,0.2578164608284627,0.16295946521029636,0.5393845983876207,0.9527777777777764,0.5444444444444442,0.7186666666666662,0.5297863247863248,1.015388888888888,0.32949746107800676,0.18317817005103462,0.22563943145757456,0.17835824746946052,0.44992230859772475,0.4298952097859574,0.22405037103420125,0.27134634609257313,0.21751515759809292,0.5275566224837438,1.1666666666666667,0.7,0.9,0.6699999999999999,1.1666666666666667,1.0,0.6,0.6666666666666666,0.5,1.0,1.0,0.6,0.75,0.6,1.0,0.944444205153398,0.542562173219877,0.7774377887349171,0.5231758540013527,0.9646608923207505,0.5529730937592564,0.2800865787047947,0.3744502105719239,0.24795748985359173,0.6379636941269873,D,S6_resources,F-res-0.5x,20.0
0.825,param_err_pct,29,33,32,40,0.9655172413793104,1.0,0.6551724137931034,0.8275862068965517,0.33551922014864083,0.17780792276748775,0.24909863609551186,0.16362057466783111,0.3923888813075204,0.9201111111111104,0.6494444444444442,0.7186666666666662,0.5498888888888885,0.9309999999999996,0.30500766405601354,0.126080102675432,0.1947004650596192,0.12233616668603446,0.3671078353881787,0.3323215922422873,0.13859466488536903,0.2402645893794985,0.12254707422817229,0.3441601979426881,1.0333333333333334,0.7666666666666667,0.8333333333333334,0.7,1.1,0.75,0.6666666666666666,0.6666666666666666,0.6,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8635716847889565,0.7062003385996567,0.7626437751009725,0.5508685747916133,0.9481721162937897,0.4063742265033071,0.18524428862824674,0.3233259893625992,0.17975515708392548,0.4908369275445318,D,S6_resources,F-res-0.5x,30.0
1.0,param_err_pct,40,40,40,40,0.975,0.95,0.725,0.9,0.2728878393234366,0.15603065501138397,0.19304765102685523,0.10460006988725098,0.5246812498587121,0.922833333333333,0.6572222222222217,0.7894444444444441,0.5444444444444442,0.9337222222222218,0.29086159103066833,0.12122614613154371,0.1602909694658588,0.11699561369892128,0.3236830609395568,0.2866133110572169,0.12172698727565942,0.1718190106007223,0.1181496928842454,0.3321435640001864,0.8666666666666667,0.75,0.8,0.7,1.0416666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,1.0,0.8451629819431837,0.7085012921778858,0.7590475293201879,0.5917113711334949,0.915819575123252,0.376117419281225,0.17710206029670977,0.23733651673102552,0.17242120231274088,0.4171219880997734,D,S6_resources,F-res-0.5x,50.0
0.4,blind_rmse_M,0,16,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-1x,0.001
0.8,blind_rmse_M,8,32,11,40,1.0,1.0,0.5,0.75,0.7542758932164669,0.13830339675703857,0.37977173397961134,0.15144420140430048,0.6609541427472596,1.2522222222222221,0.6472839506172838,1.069145299145299,0.7859876543209873,1.1542222222222218,0.7707127005637405,0.19235632822792337,0.27396331819589353,0.21113883320284416,0.7495526291702959,0.7260984187342564,0.18899492612727065,0.23668579278675728,0.20055013306962,0.48243937956689725,1.25,0.66,1.0,0.7757142857142857,1.2125,1.0,0.42857142857142855,0.75,0.5571428571428572,0.8125,1.0,0.5714285714285714,0.875,0.5928571428571429,1.0,1.255321501314481,0.5184984386052844,0.7589616377200392,0.5233990420334349,0.9612384861458177,0.8186628904087141,0.2553476569402859,0.33641422957248984,0.2817676243199522,0.808902206342224,D,S6_resources,F-res-1x,0.002
1.0,blind_rmse_M,37,40,37,40,1.0,1.0,0.2972972972972973,0.5405405405405406,0.48228883818098145,0.2419129131989565,0.3636487864203898,0.16846461720617753,0.6832191602567708,1.1651111111111103,0.8602222222222217,1.050777777777777,0.8003333333333328,1.2032222222222213,0.4809125008879592,0.18170080936880403,0.21739966819448442,0.1758102648430316,0.6413531100296024,0.3680425930916517,0.1824221876400202,0.23505675825744862,0.16659181827943623,0.4189932010340855,1.1666666666666667,1.0333333333333334,1.1,0.875,1.1666666666666667,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.0650475390564678,0.8616846867795667,0.9827552517634519,0.8208655212690659,1.1084304043093076,0.5899520773881388,0.23848939612082462,0.2905742801131743,0.2313268481798026,0.7405989006957608,D,S6_resources,F-res-1x,0.005
1.0,blind_rmse_M,40,40,40,40,1.0,1.0,0.025,0.2,0.47604725118031554,0.2889947946307163,0.37172045882668003,0.21060926827655557,0.7195536396237221,1.2876111111111106,1.1188333333333327,1.1651111111111105,1.0412499999999993,1.4373333333333322,0.45724526175374725,0.19165298830976335,0.2504560647059068,0.1827737222963208,0.6369120054248449,0.34763981212451156,0.21552192387102662,0.297320335453573,0.17654097233876226,0.44889595387922965,1.2,1.1666666666666667,1.1666666666666667,1.1,1.2666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1782219433357697,1.062478401522382,1.120576708117003,1.0207575818657206,1.2061480936274291,0.563485804773009,0.2566135467351579,0.3122990291530223,0.24588870655736728,0.7326074309830315,D,S6_resources,F-res-1x,0.01
0.375,param_err_pct,5,15,8,40,1.0,1.0,0.8,1.0,0.6023923565110152,0.09382749459116788,0.31808399916588453,0.16372846692912538,0.3469053712441391,1.1235353535353545,0.4464444444444445,1.0525925925925925,0.8594444444444437,1.0740404040404046,0.47177355575076396,0.1766222911657096,0.23154565178676187,0.18508930210971922,0.371522385164651,0.25670733473251434,0.13683199766277648,0.23623311130637145,0.19486141134133905,0.2532712414597418,1.05,0.6625,0.95,0.925,0.98,0.75,0.5,0.5,0.5,0.6,0.8333333333333334,0.625,0.75,0.6666666666666666,0.8,0.8673821664776283,0.3953691011234562,0.6599842598015776,0.6232872442559313,0.772236416068038,0.5751262634648013,0.23950600637912867,0.3492006897514139,0.24754503536870526,0.4605207813530108,D,S6_resources,F-res-1x,5.0
