species,true_M,estimated_M,sigma_M
AcOH,0.5113124452495282,0.5102186791732994,0.01820726476801871
AcOH,0.36185924536940917,0.36609728769671324,0.013492731106967469
AcOH,0.021055576705084265,0.012146420377124694,0.0029813274367475134
AcOH,0.11630269884322542,0.10925499436081378,0.0054372974748535365
AcOH,0.4135512926365096,0.40496139877071713,0.01475137903287992
AcOH,0.175547344461268,0.1770186187830243,0.00749549220844867
AcOH,0.5759153461078244,0.567685952966751,0.02007881732611935
AcOH,0.310593374236019,0.302001546133174,0.01156722737538821
AcOH,0.32040923578217545,0.31611470973396727,0.01190003380633942
AcOH,0.33345183143747903,0.3203851333753725,0.012196408778676936
AcOH,0.5688498460414327,0.5715095586675364,0.01999709065775775
AcOH,0.02373407475710032,0.01742943940162163,0.002709152469826793
AcOH,0.18624559793635,0.17910035683234052,0.007626755734040674
AcOH,0.1817805023303345,0.17152864917401142,0.0074984005074100165
AcOH,0.502585354142394,0.501384710352799,0.01782030098343078
AcOH,0.4660271087838177,0.4547350847659647,0.016329899712921356
AcOH,0.09212642530349983,0.08177047251240663,0.004816814158051235
AcOH,0.2797883431675508,0.2716647158487265,0.0104823144393629
AcOH,0.1619410244836164,0.1562837714147697,0.006826097874686219
AcOH,0.5197159448582002,0.5097626929867745,0.018137229553898945
AcOH,0.4316892826353727,0.4239677961428538,0.015379061684073957
AcOH,0.09638117555919343,0.09126310086079102,0.005074370282997033
AcOH,0.44329259428349543,0.43003574466656946,0.015789529664190116
AcOH,0.2752546285099523,0.27088241549890746,0.010424502370994782
AcOH,0.22285788513433097,0.21115196905683306,0.008862356325768405
AcOH,0.13239233387944796,0.12412703293671733,0.006014001464665682
AcOH,0.4324862122572289,0.42945997471987796,0.015665391779814686
AcOH,0.3660089638435011,0.36157423663004884,0.013364383852882376
AcOH,0.1847875621252742,0.18398333809198986,0.007811045542844871
AcOH,0.07964346693111742,0.07272736132311132,0.004671742744911864
AcOH,0.37581892691312263,0.3727047667941042,0.013695017575352953
AcOH,0.18597458485641882,0.1736579187537286,0.0074555757948963726
AcOH,0.1792836105638933,0.17583159702602877,0.007596953644164147
AcOH,0.11892659905591413,0.10834691002886535,0.005616695698596968
AcOH,0.5042565148090611,0.49904064091812045,0.017823943522605384
AcOH,0.24780123092254416,0.24228147305284012,0.009592086233896064
AcOH,0.007163907242723377,0.004575772544413193,0.0026710223067485735
AcOH,0.5877567455535663,0.576645161446427,0.02028942736372621
AcOH,0.10937020109519391,0.10538907287790142,0.00566489081337697
AcOH,0.5740812369116965,0.5826491572093079,0.020297028691365324
AcOH,0.3147075411599133,0.3055145691283894,0.011629684443856448
AcOH,0.5183138793494612,0.5094459010140179,0.018202266533528907
AcOH,0.33414262751439733,0.3248053324360065,0.012215862561492574
AcOH,0.3361077664335483,0.3393177393896842,0.012595367362686493
AcOH,0.49568141125343224,0.49596283809295744,0.017716397865571405
AcOH,0.43402361699477826,0.4252694613680484,0.015429001978856282
